filesystem	fs_query
filesystem	fs_read
filesystem	fs_write
filesystem	fs_index
filesystem	fs_manage
filesystem	fs_archive
ml-basic	inspect_dataset
ml-basic	read_column_profile
ml-basic	search_columns
ml-basic	read_rows
ml-basic	train_classifier
ml-basic	train_regressor
ml-basic	get_predictions
ml-basic	restore_version
ml-basic	predict_single
ml-basic	list_models
ml-basic	split_dataset
ml-medium	run_preprocessing
ml-medium	detect_outliers
ml-medium	train_with_cv
ml-medium	compare_models
ml-medium	run_clustering
ml-medium	read_receipt
ml-medium	generate_eda_report
ml-medium	find_optimal_clusters
ml-medium	anomaly_detection
ml-medium	check_data_quality
ml-medium	evaluate_model
ml-medium	batch_predict
ml-advanced	tune_hyperparameters
ml-advanced	export_model
ml-advanced	read_model_report
ml-advanced	run_profiling_report
ml-advanced	apply_dimensionality_reduction
ml-advanced	generate_training_report
ml-advanced	plot_roc_curve
ml-advanced	plot_learning_curve
ml-advanced	plot_predictions_vs_actual
ml-advanced	generate_cluster_report
data-basic	load_dataset
data-basic	load_geo_dataset
data-basic	inspect_dataset
data-basic	read_column_stats
data-basic	search_columns
data-basic	apply_patch
data-basic	restore_version
data-basic	read_receipt
data-basic	list_patch_ops
data-medium	compute_aggregations
data-medium	cross_tabulate
data-medium	pivot_table
data-medium	value_counts
data-medium	filter_rows
data-medium	sample_data
data-medium	statistical_tests
data-medium	analyze_text_column
data-medium	detect_anomalies
data-medium	compare_datasets
data-medium	extended_stats
data-statistics	extended_stats
data-statistics	validate_dataset
data-statistics	auto_detect_schema
data-statistics	check_outliers
data-statistics	scan_nulls_zeros
data-statistics	correlation_analysis
data-statistics	statistical_test
data-statistics	regression_analysis
data-statistics	time_series_analysis
data-statistics	period_comparison
data-statistics	cohort_analysis
data-transform	filter_dataset
data-transform	reshape_dataset
data-transform	aggregate_dataset
data-transform	resample_timeseries
data-transform	merge_datasets
data-transform	concat_datasets
data-transform	smart_impute
data-transform	run_cleaning_pipeline
data-transform	feature_engineering
data-transform	enrich_with_geo
data-visual	run_eda
data-visual	generate_auto_profile
data-visual	generate_distribution_plot
data-visual	generate_correlation_heatmap
data-visual	generate_pairwise_plot
data-visual	generate_multi_chart
data-visual	generate_chart
data-visual	generate_geo_map
data-visual	generate_3d_chart
data-visual	generate_dashboard
data-visual	export_data
data-visual	customize_chart
data-workspace	create_workspace
data-workspace	open_workspace
data-workspace	register_workspace_file
data-workspace	list_workspace_files
data-workspace	save_workspace_pipeline
data-workspace	run_workspace_pipeline
data-ingest	list_sheets
data-ingest	extract_sheet
data-ingest	extract_all_sheets
data-ingest	detect_tables
data-ingest	extract_table
